,word,freq,relfreq,cancorfreq,cancorrelfreq
164,我,2,0.0032626427406199023,2668,0.017812673169494128
165,近日,1,0.0016313213703099511,0,0.0
166,廣東,1,0.0016313213703099511,2,1.3352828462889152e-05
167,高師,1,0.0016313213703099511,0,0.0
168,每,1,0.0016313213703099511,41,0.0002737329834892276
169,禮拜,3,0.004893964110929853,41,0.0002737329834892276
170,演說,4,0.0065252854812398045,0,0.0
171,次,1,0.0016313213703099511,132,0.000881286678550684
172,頭一,1,0.0016313213703099511,0,0.0
173,六,2,0.0032626427406199023,36,0.00024035091233200472
174,講,3,0.004893964110929853,606,0.004045907024255413
175,完,2,0.0032626427406199023,116,0.0007744640508475708
176,不日,1,0.0016313213703099511,0,0.0
177,再,1,0.0016313213703099511,93,0.0006209065235243456
178,演講,1,0.0016313213703099511,0,0.0
179,兩,1,0.0016313213703099511,215,0.0014354290597605839
180,已經,1,0.0016313213703099511,185,0.0012351366328172465
181,刻書,1,0.0016313213703099511,0,0.0
182,出嚟,1,0.0016313213703099511,0,0.0
183,將,1,0.0016313213703099511,23,0.00015355752732322525
184,呢啲,1,0.0016313213703099511,1,6.676414231444576e-06
185,詳細,1,0.0016313213703099511,3,2.0029242694333726e-05
186,讀,2,0.0032626427406199023,178,0.0011884017331971345
187,過,1,0.0016313213703099511,372,0.0024836260940973823
188,透澈,1,0.0016313213703099511,0,0.0
189,發揮,1,0.0016313213703099511,3,2.0029242694333726e-05
190,精密,1,0.0016313213703099511,0,0.0
191,裡頭,1,0.0016313213703099511,0,0.0
192,多,2,0.0032626427406199023,319,0.0021297761398308196
193,新,2,0.0032626427406199023,52,0.00034717354003511796
194,思想,1,0.0016313213703099511,2,1.3352828462889152e-05
195,發明,1,0.0016313213703099511,0,0.0
196,曉得,1,0.0016313213703099511,0,0.0
197,啦,4,0.0065252854812398045,0,0.0
198,照住,1,0.0016313213703099511,0,0.0
199,可以,2,0.0032626427406199023,322,0.0021498053825251533
200,反弱為強,1,0.0016313213703099511,0,0.0
201,轉貧為富,1,0.0016313213703099511,0,0.0
202,同,1,0.0016313213703099511,271,0.00180930825672148
203,列強,1,0.0016313213703099511,0,0.0
204,並駕齊驅,1,0.0016313213703099511,0,0.0
205,！,1,0.0016313213703099511,0,0.0
